balloon_id,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
198,"[20.624616415398002, 5.1189601516309695, 18.07952487489521]","[20.475222931442627, 4.755843105967763, 16.30312841448479]","[20.230267721274977, 4.34844727667753, 13.931933910470066]","[19.917783102576806, 3.97925331351624, 11.440910083710675]","[18.61908412889472, 3.192645664407525, 4.77736429004803]","[18.08731629876725, 3.064690090386612, 3.289069459201059]","[17.519833819878652, 3.014480694338391, 2.3437241459057887]","[16.31537901794184, 3.161220391021686, 2.2813170687185824]","[15.697409710013819, 3.3637598120657217, 3.168131050102012]","[14.481843005934783, 4.025135293464965, 6.503826337148524]","[13.357633441435484, 5.017525675340329, 11.189602912154648]",,,,,,,,,,,,,
199,"[61.78133736337794, -23.83427445920245, 8.302169769288678]","[61.4038853101251, -22.82213659749461, 11.257567147445169]","[60.900966230482226, -21.501192987004668, 14.870311083486548]","[60.33846880555414, -20.085565756594804, 18.103183274129133]","[58.22426920050067, -15.46910321238433, 21.835241157445044]","[57.36271015292657, -13.874894617455835, 20.54030134585029]","[56.4145455660914, -12.285902196920606, 18.1173018882885]","[54.249776610556125, -9.204967589637683, 11.276366253987304]","[53.03090129943415, -7.742862413560713, 7.759936698773389]","[50.32047015732105, -5.0432839824778375, 2.7982117565734104]","[47.25597283967544, -2.7109181442997254, 2.5347740594326673]",,,,,,,,,,,,,
200,"[6.0076030759976256, -36.30675212789266, 15.569893583371218]","[6.667068496151011, -36.34961156659097, 19.19915713855748]","[7.457051960858042, -36.37921675446692, 21.711873278043804]","[8.243192763188066, -36.38182091613062, 21.59463648479067]","[10.561530214179289, -36.283712966365414, 9.101574913478196]","[11.313834180836253, -36.22650126076952, 4.68582277876914]","[12.054246951882856, -36.16379889743726, 2.2496443883802364]","[13.49219322435842, -36.04059667625509, 5.242078824855994]","[14.187398504128378, -35.989295506820675, 9.861090981904765]","[15.530710670582653, -35.92460784648569, 19.427153161410658]","[16.805948070724572, -35.94407432383616, 21.495059369069725]",,,,,,,,,,,,,
201,"[-33.55913268463023, -15.321468382091993, 5.429058737302658]","[-34.44156438142774, -15.813400741269778, 9.678405865539728]","[-35.525555527364716, -16.387169628827742, 15.382189744458655]","[-36.63541366050177, -16.94008335118579, 19.981292324284233]","[-40.09826051993375, -18.45841223146199, 16.6157339407886]","[-41.290018785193865, -18.914046843961046, 11.007715520193948]","[-42.495449051811484, -19.341049765591826, 5.722083311471302]","[-44.9434363168511, -20.11200786445409, 2.3523211454182995]","[-46.17947339808713, -20.451123351920682, 5.366857870605065]","[-48.66855019110571, -21.031623993624656, 16.196695173964446]","[-51.1623760108121, -21.48077262259269, 21.997843994711765]",,,,,,,,,,,,,
202,"[35.43037565467524, 26.70398649076538, 19.75141865817074]","[35.6322801026508, 25.68606320743537, 21.092892374080783]","[35.912563030426384, 24.37820791315967, 21.923718021606966]","[36.235731937505875, 22.97688890314188, 21.834931434266412]","[37.469552264570034, 18.207798393593375, 16.54788434355543]","[37.96554718624203, 16.42677030551976, 13.658220847227426]","[38.50609831475167, 14.550399523653228, 10.614111838685364]","[39.70612281461552, 10.507143434085943, 5.182716341764471]","[40.363085840893895, 8.334825600383034, 3.297299052361483]","[41.786740409537124, 3.683162494510721, 2.046083157007871]","[43.33624433146459, -1.394452957468923, 4.39823226927533]",,,,,,,,,,,,,
203,"[-6.616749702405329, 163.0224026080437, 18.144658695734584]","[-5.906534362655032, 162.57900533912655, 17.512983448634806]","[-5.072136742975827, 162.0876688469084, 16.711128053633253]","[-4.261721036451805, 161.64182186909935, 15.868472128860589]","[-1.9596873009034792, 160.58002829764217, 13.168910588203076]","[-1.2400813191556403, 160.3195885439159, 12.238148696434628]","[-0.5426504224520358, 160.10741043650484, 11.305054811292575]","[0.7760599406371286, 159.8283889913483, 9.465605572806066]","[1.3971659372302236, 159.7620250114267, 8.574762463869362]","[2.565641252779029, 159.77720278473737, 6.890536014101437]","[3.6340263738930827, 159.99183204397914, 5.383667300116898]",,,,,,,,,,,,,
204,"[-3.5337303311896986, -110.01061683738159, 12.41275910678132]","[-3.160447622018924, -114.00403552209649, 9.569330796214096]","[-2.7147797628526495, -118.79764277072114, 6.438221379128993]","[-2.2696440699283, -123.5823173967787, 3.9603245036015835]","[-0.9135714616039602, -137.83352405616122, 2.772766960125818]","[-0.4538828151478794, -142.52868080594243, 4.6144189395202675]","[0.01203746939643053, -147.1848750815148, 7.323096725507565]","[0.9646053043970554, -156.35158931311884, 14.00275827597775]","[1.4531748852674062, -160.8547864548888, 17.19181245097701]","[2.4575328566319588, -169.66096386206678, 21.438869348618468]","[3.495887767669167, -178.16873188702888, 21.387461825156223]",,,,,,,,,,,,,
205,"[-8.225461467626948, 161.67645713877687, 11.381481143956513]","[-9.080522385763759, 161.39455863774313, 15.706200078773374]","[-10.15636710203225, 161.07164521714927, 19.893046211888414]","[-11.286306682118973, 160.7721309466099, 21.91396632280743]","[-14.984924610790795, 159.99220308544312, 13.121255294441276]","[-16.317831925768942, 159.7743588014686, 7.945324949323873]","[-17.69677702419098, 159.58006864011432, 3.880474531893146]","[-20.59036789439584, 159.256666228931, 2.937195813631721]","[-22.101725268675793, 159.12997767801386, 6.317314430337191]","[-25.24137115156354, 158.9467171702512, 16.39735302338375]","[-28.525729829427593, 158.86013289603252, 21.98452426464423]",,,,,,,,,,,,,
206,"[-41.513163288192885, 34.124269661399296, 19.167082854838142]","[-40.74919283640664, 33.2258038823295, 19.569550496311674]","[-39.880821656624704, 32.252763397392634, 20.017041142793033]","[-39.07280143494156, 31.39122652049081, 20.423457102227594]","[-37.02914231011727, 29.43533280465525, 21.3774554916167]","[-36.481964892452865, 28.97915591170244, 21.601564824333188]","[-36.00270819225203, 28.62100608597677, 21.7766783534601]","[-35.257517651518086, 28.17959973248148, 21.976359811374365]","[-34.99155719174113, 28.09690689412382, 21.999962851166362]","[-34.678253099319235, 28.200135265270255, 21.894065302843202]","[-34.653536274166235, 28.662483166214102, 21.58624375387454]",,,,,,,,,,,,,
207,"[-64.46259390152424, 38.991961206743284, 17.133237097608646]","[-65.49106783623542, 36.68707405150845, 19.608952929030988]","[-66.7225755312274, 33.92657784527266, 21.507184247584316]","[-67.94296270229796, 31.176519221048128, 21.971517551153845]","[-71.54576553938786, 23.030946052578983, 15.173760419730002]","[-72.7228462927938, 20.36445676809932, 11.322685458039278]","[-73.88619986565077, 17.731573783947663, 7.572741673255253]","[-76.16968243850542, 12.589873009576253, 2.541752566137882]","[-77.28731677974616, 10.09892475257175, 2.0181040130071093]","[-79.47631565854174, 5.335771154263241, 5.3378259793124485]","[-81.60103391204267, 0.9874953901402252, 12.524484399203903]",,,,,,,,,,,,,
208,"[-20.386781827855362, -24.262632479580578, 2.8956408333597814]","[-19.459940313561848, -21.354139941832056, 2.0695494829851544]","[-18.22431579085234, -17.782800022891802, 2.316378794093918]","[-16.851159926434548, -14.1350913964935, 3.8748065474339057]","[-11.927346125362677, -2.815265412905395, 13.612958659266363]","[-10.030538660650747, 1.062119582810937, 17.073649529807497]","[-8.017486807959868, 4.98981009558148, 19.847840179566326]","[-3.6870273929614896, 12.990749104828344, 21.974240292136038]","[-1.3895018850665553, 17.07456039750556, 21.038912037876273]","[3.3939095983228946, 25.434002138978634, 15.788369844118336]","[8.321811155172613, 34.12292308555534, 8.554074634107636]",,,,,,,,,,,,,
209,"[28.676155210784692, -0.41093046546568474, 17.408517669811616]","[28.16953730913473, -1.3690699101948993, 18.17690053176804]","[27.56125966115232, -2.39212749156162, 19.02603916406283]","[26.953871690082146, -3.279156521901886, 19.78496662459621]","[25.12715627294651, -5.1038155135387475, 21.43138407685769]","[24.51751697836306, -5.432105708509073, 21.74653216707742]","[23.909662924247407, -5.619045450589913, 21.936917434063638]","[22.693481140311075, -5.570845982897757, 21.935032067856163]","[22.083417508602235, -5.335427765594298, 21.7427850642742]","[20.867269049207007, -4.445048983157113, 20.988170790071063]","[19.650808178599213, -2.9972315268782, 19.77448137447039]",,,,,,,,,,,,,
210,"[27.692763364948256, -2.850523110873694, 2.0124205051673876]","[28.186296025625854, -7.2349305424867785, 3.039133630246523]","[28.769313357819694, -12.447863137390053, 7.21439529094999]","[29.340840658161575, -17.5962185962276, 13.12436056382304]","[31.015048465710823, -32.593110521268706, 21.297311050366623]","[31.561545838566378, -37.416566442201415, 17.496900104562723]","[32.103928245835604, -42.14508693933427, 11.701388443541235]","[33.18619426135411, -51.27833510638276, 2.499976961433731]","[33.72670793564985, -55.67374854097009, 2.4299621478623354]","[34.81111034510026, -64.09121205381322, 11.4691197786303]","[35.907311853995004, -71.97964392577924, 21.209200537426447]",,,,,,,,,,,,,
211,"[19.98629295536551, 170.03998719827254, 4.979473931229801]","[19.82832005701512, 170.06681414125384, 4.084061522104813]","[19.637500437322643, 170.10298559391188, 3.2011807330281847]","[19.44452408642343, 170.13735693661795, 2.5494287204872847]","[18.870438041589903, 170.243369958947, 2.1175570943596362]","[18.677926240360073, 170.279388149637, 2.4940228224332746]","[18.485708913490697, 170.31532718364102, 3.120102868753621]","[18.100589915435414, 170.3848704536799, 5.048390520978254]","[17.90690239705171, 170.4203139666405, 6.300515661347223]","[17.520746131274063, 170.48588067171417, 9.215961943801965]","[17.134850077482124, 170.55009017577405, 12.422119638213664]",,,,,,,,,,,,,
212,"[-53.092728844310216, -110.91581510941168, 5.418011831380645]","[-53.67543264458565, -110.62111268016535, 2.8197518018745757]","[-54.375669465397415, -110.34089997687832, 2.0792348887646064]","[-55.07657082574926, -110.13887966373814, 4.097099509957988]","[-57.180733972919064, -110.0243884572677, 18.361546512774108]","[-57.88099600769495, -110.15352700185294, 21.40143162903991]","[-58.58418897230869, -110.3666979186119, 21.8276141634068]","[-59.985474188937914, -111.04879769880205, 15.12435832680319]","[-60.687330573342805, -111.51932721550311, 9.85736195954692]","[-62.088374032232664, -112.72372805012, 2.411197409474074]","[-63.486484629359595, -114.28302780037441, 4.887167262751376]",,,,,,,,,,,,,
213,"[-28.84642596235941, -32.47787778903019, 2.873930188810748]","[-28.267026845479773, -32.402942063359355, 4.555027034613842]","[-27.573055493008564, -32.29760639213931, 7.489890436281897]","[-26.88044546482367, -32.17503029584014, 11.040308043587457]","[-24.811151863164927, -31.726214998677047, 20.51756073990598]","[-24.124709774619255, -31.550727716571306, 21.838995313107567]","[-23.43946045180588, -31.36654645026337, 21.815871335978407]","[-22.077978578858797, -30.965063523286283, 17.93209026247037]","[-21.39806700380776, -30.752488552233597, 14.60128523256681]","[-20.04738704220816, -30.307030468850975, 7.37860849942785]","[-18.700859470421744, -29.842439087621813, 2.595096828367941]",,,,,,,,,,,,,
214,"[31.230349369497798, 73.22979388701474, 2.0062315096588623]","[31.990855258556042, 73.98981302208978, 2.0381073964151355]","[32.898295214788675, 74.95057868404866, 2.1119480053764654]","[33.798614183762346, 75.96536519620773, 2.2242939448668793]","[36.45007311525834, 79.33648726970092, 2.7874057827099588]","[37.31090271843303, 80.57021069430203, 3.0479951584445963]","[38.15632085934737, 81.85657879918722, 3.3435452583920267]","[39.79743074249022, 84.59495503704176, 4.03437622341171]","[40.59040095528015, 86.04364589293391, 4.427156322920849]","[42.10978533711981, 89.09573947788816, 5.299365846477112]","[43.53167483609308, 92.34757885640043, 6.27602929665367]",,,,,,,,,,,,,
215,"[3.5063277393624586, -140.37529527945503, 3.0316016854084396]","[3.689340738590288, -140.32928231353333, 2.027698142784228]","[3.9033577758305045, -140.25601896152887, 2.7364890824714916]","[4.110631950821883, -140.15956495044568, 5.375388026066862]","[4.695329415715856, -139.74158550098483, 18.111798872087363]","[4.878968562599918, -139.55971823174858, 20.99252572935904]","[5.053563779793222, -139.35708709312846, 21.999688207853588]","[5.38487262875107, -138.88708066125767, 17.987061851573493]","[5.5426162342312155, -138.6197707500812, 13.80258805183396]","[nan, nan, nan]","[6.098762885392652, -137.34688891315986, 2.040572946146117]",,,,,,,,,,,,,
216,"[63.625257038755066, -127.19145987942267, 4.7387304459300585]","[63.579198006526155, -126.92601077477359, 4.459973968087535]","[63.50799615805873, -126.62942764071758, 4.14254615884138]","[63.4203829421692, -126.35739871762252, 3.8446543858149163]","[63.07423068318272, -125.72666895126494, 3.074709111366124]","[62.93919841428249, -125.57810288916492, 2.861468929028341]","[62.79457825840035, -125.46179053468619, 2.67079463239906]","[62.49056693896558, -125.31902853725077, 2.3592353605791327]","[62.3347394942658, -125.2905810608508, 2.2390352909126534]","[62.01386221040234, -125.30201787417504, 2.0714141660498306]","[61.69131700857719, -125.39445873293415, 2.002012777958333]",,,,,,,,,,,,,
217,"[-75.28517916375678, 152.31784859990918, 2.221119222692934]","[-76.09506236274841, 151.87296731227505, 2.4758101767557505]","[-77.06964979280737, 151.2622961547758, 6.056534112492706]","[-78.04708480036373, 150.54410237295215, 11.879974838545811]","[-80.97500637463249, 147.345120413331, 21.58036419668057]","[-81.94257433050115, 145.69703631785555, 18.096520876684508]","[-82.9016263336347, 143.55364324758855, 12.309931193273817]","[-84.76048214820457, 136.7335240904649, 2.616236308827066]","[-85.63612576655055, 131.04912093219875, 2.3669181189306485]","[-87.10996350237745, 109.5602445176627, 11.49854267329061]","[-87.60848091165995, 67.12725668231137, 21.316424211859392]",,,,,,,,,,,,,
218,"[33.52646669425517, 143.84597110425258, 13.333476183492845]","[33.55396762564338, 144.788165553987, 12.559681796387498]","[33.448630196729354, 146.03698429776017, 11.626871026009761]","[33.1847755549991, 147.40426720461832, 10.697564136315982]","[31.343847690276732, 152.10091408068146, 8.009139663468918]","[30.351813085721016, 153.80902064706456, 7.172317870301501]","[29.156659433015356, 155.5586916469091, 6.377269586055945]","[26.137547953709095, 159.10496792498037, 4.940821816084983]","[24.305281492559732, 160.8680307145053, 4.311522986816559]","[19.98812414185591, 164.28592195265304, 3.2587891003819465]","[14.810118656989037, 167.48878601038, 2.5094117668144342]",,,,,,,,,,,,,
219,"[-14.145066534615697, 48.8802096159466, 2.9821678488582855]","[-15.800062482001469, 49.8466692181909, 4.95859486703884]","[-17.794668282075204, 50.92845601882366, 8.384577675268675]","[-19.78429990495956, 51.92742230684208, 12.412431146021039]","[-25.626583397365266, 54.488476628350575, 21.56540551622826]","[-27.50231304513507, 55.216214513878306, 21.93362858881909]","[-29.328815654082412, 55.8903690138971, 20.645367855019856]","[-32.80363416008256, 57.112877679448275, 14.200593761917364]","[-34.43796877592187, 57.674295101765594, 10.117154624224419]","[-37.47269007647854, 58.735788561424265, 3.522292774428971]","[-40.16144909192602, 59.77268677340988, 2.344996329709364]",,,,,,,,,,,,,
220,"[32.37929920366025, -8.602410985524827, 10.557198926987564]","[30.792122441796927, -9.985385083692849, 14.539022124280253]","[28.93559478417984, -11.815498311659486, 18.732660846264427]","[27.148534504477684, -13.824223472710111, 21.392326141578828]","[22.38702827368233, -20.83125036880833, 16.58012773576843]","[21.0505104731457, -23.46017237040126, 11.93987636113904]","[19.864698896302308, -26.222372474824862, 7.312130229211443]","[17.993440500876122, -32.0797191797248, 2.0711229367223805]","[17.32816699314586, -35.15057710163506, 2.650105229243106]","[16.57486254488716, -41.50462420353893, 9.577466098908534]","[16.605650815132435, -48.04160796689486, 18.58623264041812]",,,,,,,,,,,,,
221,"[73.23855176195197, 67.54284642253496, 3.0095870748976488]","[72.15599439165628, 69.26099566795975, 2.6811569698247304]","[70.68849637410523, 71.15882665994378, 2.3698074283808257]","[69.04273373925888, 72.88739694800964, 2.151711870988702]","[63.11071376356141, 77.2690181820474, 2.0728651149191215]","[60.821751673787055, 78.54116499063488, 2.2392487810234964]","[58.38725261902007, 79.76059073483745, 2.500135563554668]","[53.11197695053958, 82.10866330058533, 3.2940608859529483]","[50.282183245973584, 83.2731399997827, 3.819636187074531]","[44.28575489357749, 85.65411864889448, 5.102060891017898]","[37.89122631759744, 88.18634787220157, 6.650971845563433]",,,,,,,,,,,,,
