balloon_id,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
336,"[9.248261179144682, 101.16924940505584, 20.904473314590902, -57.68730926513672]","[10.546422705651997, 101.88165997220379, 19.275965692018016, -66.31871795654297]","[12.109682194334527, 102.743464012074, 16.569097221677293, 286.72894287109375]","[13.669246269979455, 103.6134671720457, 13.339149871442407, 72.54367065429688]","[18.32516103830608, 106.2863758381912, 4.252153912644807, 63.83800506591797]","[19.856857236567443, 107.20488645226162, 2.586618954248527, -38.017913818359375]","[21.375828432621088, 108.13725753496286, 2.000077169545735, 63.67046356201172]","[24.35221186610966, 110.05638582896181, 4.202126845328519, 299.4763488769531]","[25.807894326002817, 111.04597237133892, 6.738795755367456, 368.5703125]","[28.633987376761162, 113.08872058709287, 13.260307772284863, 78.97138214111328]","[31.3319717950945, 115.2258555210049, 19.221187286881783, 157.48208618164062]",,,,,,,,,,,,,
337,"[36.73849788436115, -138.68377161342744, 21.85730031638252, -5383.25048828125]","[35.51953528949368, -139.0922637290845, 21.832160943501044, -5506.08837890625]","[33.96053393905238, -139.5399857336181, 20.215337818381542, -5116.71728515625]","[32.30280190844478, -139.9388022831626, 17.14980965155516, -4951.12744140625]","[26.74193448427042, -140.8320820998276, 5.342761246048802, -4794.9501953125]","[24.70289073756893, -141.026056577147, 2.8659424789944623, -4854.50830078125]","[22.576965756633445, -141.1706482076094, 2.0000802243318283, -5233.63232421875]","[18.07502368920206, -141.30481760285156, 5.4018708073994475, -5477.60400390625]","[15.704090639708213, -141.2954232726754, 9.070203165068076, -5035.28271484375]","[10.745644796639832, -141.12197985080437, 17.217313566703005, -5078.7548828125]","[5.521211100221507, -140.74719549940895, 21.84625614676723, -4769.42333984375]",,,,,,,,,,,,,
338,"[-22.254224254193186, 94.28649464122466, 21.135375770963186, -5208.7724609375]","[-22.65127689608397, 94.94543887172748, 18.10658408819973, -5119.498046875]","[-23.089595178784204, 95.73913651179559, 12.627112195205479, -5168.35107421875]","[-23.489067139815813, 96.53410975396133, 6.934126689845185, -5351.69580078125]","[-24.44136789302232, 98.91960628066937, 4.632288584754555, -5564.1123046875]","[-24.672412772777992, 99.71256152451207, 9.678300302796151, -5297.9462890625]","[-24.861163502493426, 100.50155451536543, 15.52116382910065, -4637.23046875]","[-25.10548156859807, 102.07102854172047, 21.997351400996436, -5038.232421875]","[-25.162348721825, 102.84829728080636, 20.41294322456696, -5238.50830078125]","[-25.14091656876395, 104.38570063554867, 10.12834635891982, -5011.3173828125]","[-24.941671776133813, 105.89087780841459, 2.188375660476879, -4738.8486328125]",,,,,,,,,,,,,
339,"[-11.578018630539747, 13.071278029544237, 19.15868349800039, -1210.6015625]","[-13.09491171662796, 12.940362015555356, 21.575787494633786, -42.22140121459961]","[-14.905124437551848, 12.701994093856976, 21.597892136800453, 103.0062255859375]","[-16.700300435767183, 12.373415763846541, 18.51490598218983, 455.1667175292969]","[-21.92757599048491, 10.833572563118082, 3.4751484863392346, -3278.63671875]","[-23.596106931075106, 10.136973287650745, 2.0035449066162165, -4131.3017578125]","[-25.22007710682187, 9.349289795129799, 3.7664026469831757, -4668.6591796875]","[-28.30066046727514, 7.505601174387428, 13.850273966515912, -4988.60791015625]","[-29.75021709568092, 6.455645108263577, 18.91065889965975, -5165.28857421875]","[-32.439204183137825, 4.118972205210053, 21.408818533156435, -4966.52880859375]","[-34.83102357502211, 1.4970545285872061, 12.715972562442959, -4618.30419921875]",,,,,,,,,,,,,
340,"[-29.24213470582992, -141.23608745274313, 13.968524772019931, -4111.74951171875]","[-27.814130886154725, -143.10410159300397, 11.152849281682798, -2901.716796875]","[-25.985130335799493, -145.33795814807303, 7.881820978382849, -3543.764404296875]","[-24.02905987381528, -147.5543338755288, 5.081954530761197, -4449.53271484375]","[-17.37944317002641, -153.97972114132702, 2.223657273590131, -4363.21142578125]","[-14.907544765707181, -156.0189670726384, 3.482245124227303, -4862.40283203125]","[-12.312163727843469, -157.99426810560396, 5.714141463090968, -5296.27685546875]","[-6.770339827697516, -161.73683323823175, 11.993405346565956, -4523.60986328125]","[-3.8322105857942454, -163.4958574242767, 15.325176604423099, -4499.2890625]","[2.3422409159823845, -166.77395862902466, 20.510837498757596, -5367.7705078125]","[8.877355482836013, -169.7103924568525, 21.92019866480389, -5201.67333984375]",,,,,,,,,,,,,
341,"[11.37406861655255, -170.88092680731594, 2.4928927388052067, -4657.48779296875]","[11.161836831343926, -171.46213878200234, 2.6075738144640184, -4984.521484375]","[10.88213679971856, -172.08642310975927, 2.7604888373203735, -5437.248046875]","[10.580022333624898, -172.63549745428256, 2.9297538951847635, -5643.64697265625]","[9.583899982369937, -173.8332195354195, 3.5328076578167362, -5846.15966796875]","[9.231736254408277, -174.09265851135996, 3.764352486347553, -5879.84228515625]","[8.875835887548527, -174.28236559872, 4.010577070205963, -5927.8662109375]","[8.148765917631113, -174.47457411549541, 4.544949609148405, -5978.9287109375]","[7.780237940371943, -174.47998719116313, 4.83229754121578, -5961.79736328125]","[7.036893419454237, -174.3273156349004, 5.444450200433443, -5856.84619140625]","[6.278738654955024, -173.97751065419746, 6.10319287601772, -4733.01318359375]",,,,,,,,,,,,,
342,"[-73.6683635723246, -94.71822866987391, 14.465430206253604, 813.7967529296875]","[-74.55512737467208, -97.00433976955135, 16.128425451805715, 807.4840698242188]","[-75.62132537591822, -99.74601914239791, 17.950865390842296, 538.7727661132812]","[-76.68328978919268, -102.48438938037059, 19.506960675648642, 1179.74267578125]","[-79.81886466137401, -110.7454534661214, 21.962700786195015, 1751.566650390625]","[-80.83644243064131, -113.54049532191819, 21.921546594605672, 1649.05126953125]","[-81.83571269354586, -116.38432476479008, 21.437029190691717, 1240.335205078125]","[-83.76505875014306, -122.32853891917931, 19.244028795969967, 925.5301513671875]","[-84.69122607626666, -125.54177990389519, 17.63294185262093, 1034.6776123046875]","[-86.44861979256605, -133.07251647884715, 13.739937228197139, 2030.81591796875]","[-88.05619423886577, -145.11413997451547, 9.538960936157912, 2843.93994140625]",,,,,,,,,,,,,
343,"[-36.720890920292646, 133.526627111589, 11.55519003284988, -4934.087890625]","[-37.18122874998419, 134.02400491075588, 14.853734786883601, -5518.45361328125]","[-37.75904649496537, 134.61253637263397, 18.36656884795284, -5471.166015625]","[-38.36648150572424, 135.18931586907362, 20.869980433181613, -5486.44580078125]","[-40.354416953437294, 136.78947840784838, 19.50444730940421, -5091.5]","[-41.06636826349113, 137.26260718151653, 16.33242037692421, -4943.7822265625]","[-41.80344890469324, 137.69627760670207, 12.473100433927982, -4831.1865234375]","[-43.3365714708635, 138.42745732000498, 5.154632534976591, -4578.919921875]","[-44.12524394331331, 138.71370680550052, 2.853152822334188, -4272.17138671875]","[-45.737948763515234, 139.1008472526782, 2.7328667879700905, -4245.00634765625]","[-47.363658949854155, 139.20872434035866, 8.252169397858715, -4028.347900390625]",,,,,,,,,,,,,
344,"[35.354528035519586, 28.64710628742466, 10.392875264832808, -2617.40771484375]","[35.44114186126437, 29.560213356469646, 6.988012996850929, -2964.558349609375]","[35.469727777644884, 30.630005330021987, 3.800260015132979, -2573.10498046875]","[35.418429002824695, 31.667257034151454, 2.1495645130578165, -2315.530029296875]","[34.81998562024316, 34.55435994901544, 7.785333539255873, -907.0829467773438]","[34.480253901447455, 35.43863607794415, 12.0119895065985, -503.490478515625]","[34.07421090681482, 36.281276800727895, 16.237496932341145, 1158.600341796875]","[33.076928103585836, 37.84306409277277, 21.662115098084218, 693.0609741210938]","[32.492261386367844, 38.56613149902625, 21.846063771503886, 773.4686279296875]","[31.15816289212866, 39.90327661352317, 16.991222795886642, 814.9490966796875]","[29.63003076101506, 41.10939965019348, 8.57048153374668, 655.699951171875]",,,,,,,,,,,,,
345,"[-71.38884255762808, -41.44961021989077, 16.020007954237165, -3446.5087890625]","[-73.30000227867836, -33.753998726241456, 15.460083737682233, -3097.431396484375]","[-75.27704231685534, -22.639585445507993, 14.771552576043842, 201.8026580810547]","[-76.76279272900062, -9.204468252398007, 14.068664232836191, 2240.81787109375]","[-76.95349997673641, 37.881065005039645, 11.90967715063767, 3780.620849609375]","[-75.63986497105523, 51.05368214834157, 11.185966655655239, 3335.51025390625]","[-73.88881473372125, 61.81360661927719, 10.466329618554564, 1882.4097900390625]","[-69.66752734594084, 77.48087142147646, 9.055337792679913, 869.738525390625]","[-67.38415041270603, 83.25435948666245, 8.371000267141307, 192.17706298828125]","[-62.75205127836208, 92.21966324032897, 7.063338858573022, -3824.547119140625]","[-58.21988689465963, 98.92731542807073, 5.859019245295013, -4447.44921875]",,,,,,,,,,,,,
346,"[-17.226355817379787, 172.6278960934405, 10.26838096105869, -3091.265380859375]","[-17.918248681763963, 172.59015945449528, 8.768847029438907, -3136.79052734375]","[-18.74752205211411, 172.53812332976634, 7.074327308118532, -2975.539794921875]","[-19.578714821435817, 172.47504602996003, 5.550152388354608, -2974.88671875]","[-22.06896266257325, 172.23741334124128, 2.482302926110359, -2928.29443359375]","[-22.896819294507353, 172.13994080159227, 2.0791205196449596, -4779.3017578125]","[-23.726735861949614, 172.0326964729905, 2.018079098408677, -4246.2373046875]","[-25.38403254513604, 171.79038274020172, 2.9190034601130606, -3869.769775390625]","[-26.211767286322132, 171.65387951496797, 3.8501363448522845, -3933.5361328125]","[-27.865895284719848, 171.34956284350108, 6.513292346843697, -2942.397705078125]","[-29.51561051635153, 171.00539635674627, 9.92723998315801, -2501.436767578125]",,,,,,,,,,,,,
347,"[48.483885477838754, -50.30888462751295, 20.55451518714572, -348.9254150390625]","[48.76376926684269, -49.660906910154, 21.581768046535228, -867.4833984375]","[49.09290855046734, -48.87059836533723, 21.998904665216262, -1940.421142578125]","[49.417183989482886, -48.07111902794155, 21.493134431776035, -2390.806640625]","[50.3832550819982, -45.63373432182059, 15.298147237912053, -3679.18115234375]","[50.714781373744266, -44.81870818270513, 12.311514489473844, -4094.952880859375]","[51.05798536726026, -44.00835284194346, 9.295320958105956, -4151.86572265625]","[51.78631349548278, -42.411472274763675, 4.2685778352955435, -4147.2158203125]","[52.17924043496042, -41.62936513475769, 2.7207166682961716, -3756.923583984375]","[53.037039794480705, -40.121166501971516, 2.2586185311215754, -3589.6640625]","[54.007989966706205, -38.713763387517865, 5.309807007418314, -2914.307373046875]",,,,,,,,,,,,,
348,"[-44.123819358774334, 34.52709584306993, 19.827986925840385, -4244.07470703125]","[-44.235663732321, 36.313434538827444, 20.506064332277823, -2338.47021484375]","[-44.30952512039147, 38.44546217578085, 21.16304524951974, -2180.913818359375]","[-44.31544763248964, 40.558520884083414, 21.636463120914897, -2285.892333984375]","[-43.99407307041463, 46.690510723604916, 21.881190825549755, -2471.956787109375]","[-43.79062326641595, 48.640519825178984, 21.565464599313454, -2727.16455078125]","[-43.54540484981169, 50.53761257114944, 21.05816290403859, -2948.216064453125]","[-42.9661557856933, 54.14661855062857, 19.51379209664085, -4103.58544921875]","[-42.6415504469397, 55.85622259335684, 18.507213312374887, -4474.7705078125]","[-41.95600100847813, 59.08026222288942, 16.126680990079674, -4892.49560546875]","[-41.26114623022381, 62.04628863611836, 13.417105490429094, -4921.64794921875]",,,,,,,,,,,,,
349,"[28.335177743953263, -84.95825787507103, 6.827106945684791, -174.49012756347656]","[27.94743596487227, -85.41748055125422, 3.5390298477274165, -630.3828125]","[27.479807504154024, -85.96409974308932, 2.0000850871686513, -2094.0244140625]","[27.00849158987564, -86.50595747713827, 3.494526191500233, -3075.244873046875]","[25.58284822847515, -88.10825562670637, 18.106003940939225, -3186.01025390625]","[25.10040049946826, -88.63288506999724, 21.37270005935668, -3416.7314453125]","[24.61564669155601, -89.15014162683235, 21.796733651651806, -3353.593017578125]","[23.636825326526314, -90.17077740833673, 14.503425948791483, -2619.0419921875]","[23.14289533457328, -90.67126905469347, 8.996905074449488, -2577.347900390625]","[22.142706764733816, -91.65224705768739, 2.1122692846123137, -568.7985229492188]","[21.128935620221135, -92.60454974478613, 6.313732360889308, -1542.6256103515625]",,,,,,,,,,,,,
350,"[-36.05696296119168, 19.041182276197038, 8.419421018634681, -2758.174560546875]","[-36.200208202316986, 18.749590416830287, 5.416407639224087, -3175.0458984375]","[-36.46409597829977, 18.375770333876666, 2.90670154774393, -3640.109375]","[-36.81960450984017, 17.975276194379695, 2.0001927887260305, -4121.037109375]","[-38.415034645714286, 16.54053439292436, 8.967136307005054, -4711.99853515625]","[-39.107212800002976, 15.959211417557482, 13.145248473029428, -4610.79052734375]","[-39.87134773178446, 15.31008183769058, 17.122567198464278, -4647.7958984375]","[-41.5845692448442, 13.766872297906644, 21.825378623705657, -3555.90478515625]","[-42.51877746563064, 12.844821444898905, 21.72308989151852, -4641.26708984375]","[-44.487243443850645, 10.627825155710163, 16.698170123060006, -4650.21142578125]","[-46.509070395735236, 7.80502280328891, 8.506601232181094, -3026.654296875]",,,,,,,,,,,,,
351,"[16.137832091015856, -32.40609345444429, 14.869829630197163, -5052.00341796875]","[15.586196355369175, -33.045549466976375, 18.55064818943104, -5377.3759765625]","[14.963751150875245, -33.84830659864873, 21.398573098334804, -5877.63427734375]","[14.384444532757417, -34.68085212320156, 21.873514290249418, -5934.29736328125]","[12.897524525122618, -37.30733191094256, 10.882615900489526, -5683.1630859375]","[12.484965639742141, -38.20476554348191, 6.191478664853044, -4947.8095703125]","[12.10886551644682, -39.103581279288136, 2.965633545990757, -5407.04345703125]","[11.458719524011874, -40.885547687060644, 3.594661746973477, -4124.07958984375]","[11.175075620553951, -41.76090178629707, 7.2908833369765675, -4323.8056640625]","[10.677723250716587, -43.45006916191705, 17.014568901349964, -3950.2734375]","[10.240224177578568, -45.039912398334714, 21.99556975912143, -4689.580078125]",,,,,,,,,,,,,
352,"[-47.134108083709386, -144.50780115770158, 12.385700980772205, -4953.53662109375]","[-46.44969660732473, -144.76803489822737, 17.15388830130009, -4943.25]","[-45.636359561664456, -145.1023991526252, 21.10732141947733, -4993.38232421875]","[-44.82761236842006, -145.45984965121897, 21.84256127163715, -5080.09521484375]","[-42.44071606761372, -146.6750763596994, 7.946824550472624, -5469.0205078125]","[-41.6597224701835, -147.12632281091663, 3.47499363762382, -5500.93408203125]","[-40.88415144795646, -147.59773140477859, 2.014332630242473, -5460.04833984375]","[-39.359799182626965, -148.60249782373683, 8.945594625064768, -5299.7333984375]","[-38.60891855395181, -149.13550769607443, 14.890085198349608, -5350.89697265625]","[-37.13224252144358, -150.25269946371031, 21.974978110210916, -5610.5810546875]","[-35.69006632111368, -151.43767504258, 16.20989752139104, -5492.12451171875]",,,,,,,,,,,,,
353,"[-16.136881591646624, 4.569786579930287, 10.98247500083385, -5477.291015625]","[-16.797721978297524, 4.3935260382658585, 7.442362953590655, -5480.6484375]","[-17.600170607910144, 4.200550845718902, 4.050711210747451, -5473.6552734375]","[-18.413637735094543, 4.032779373217338, 2.212186955007148, -5463.3916015625]","[-20.910737143069284, 3.671824565536143, 7.736695396828695, -5085.2744140625]","[-21.760879434888373, 3.6036125720069285, 12.051043716552527, -5023.1103515625]","[-22.62411076548604, 3.561933708206368, 16.356539922309757, -4897.70458984375]","[-24.37591680132531, 3.56055491430318, 21.739033233698283, -5005.57568359375]","[-25.26531437983227, 3.6030195161294736, 21.766118835091277, -4795.23583984375]","[-27.069336679564472, 3.7760837587006737, 16.46653262875139, -2913.519287109375]","[-28.905901642683766, 4.073713749248619, 7.847881344280371, -4939.29541015625]",,,,,,,,,,,,,
